Date (StatewiseTestingDetails.csv),State (StatewiseTestingDetails.csv),Negative,Positive,Total Samples
25-12-2020,Karnataka,,,13514362
26-12-2020,Karnataka,,,13609914
27-12-2020,Karnataka,,,13704709
28-12-2020,Karnataka,,,13772451
29-12-2020,Karnataka,,,13858850
30-12-2020,Karnataka,,,13962707
31-12-2020,Karnataka,,,14078158
01-01-2021,Karnataka,,,14196065
02-01-2021,Karnataka,,,14310188
03-01-2021,Karnataka,,,14432085
04-01-2021,Karnataka,,,14531251
05-01-2021,Karnataka,,,14654318
06-01-2021,Karnataka,,,14788491
07-01-2021,Karnataka,,,14918254
08-01-2021,Karnataka,,,15050771
09-01-2021,Karnataka,,,15175037
10-01-2021,Karnataka,,,15288243
11-01-2021,Karnataka,,,15375146
12-01-2021,Karnataka,,,15485359
13-01-2021,Karnataka,,,15598874
14-01-2021,Karnataka,,,15705129
15-01-2021,Karnataka,,,15789978
16-01-2021,Karnataka,,,15884994
17-01-2021,Karnataka,,,15983473
18-01-2021,Karnataka,,,16052738
19-01-2021,Karnataka,,,16133663
20-01-2021,Karnataka,,,16217753
21-01-2021,Karnataka,,,16306608
22-01-2021,Karnataka,,,16399189
23-01-2021,Karnataka,,,16485599
24-01-2021,Karnataka,,,16566713
25-01-2021,Karnataka,,,16626140
26-01-2021,Karnataka,,,16691703
27-01-2021,Karnataka,,,16750398
28-01-2021,Karnataka,,,16816459
29-01-2021,Karnataka,,,16884991
30-01-2021,Karnataka,,,16958479
31-01-2021,Karnataka,,,17033930
01-02-2021,Karnataka,,,17087246
02-02-2021,Karnataka,,,17147397
03-02-2021,Karnataka,,,17218163
04-02-2021,Karnataka,,,17294005
05-02-2021,Karnataka,,,17368124
06-02-2021,Karnataka,,,17442715
07-02-2021,Karnataka,,,17516945
08-02-2021,Karnataka,,,17565234
09-02-2021,Karnataka,,,17625719
10-02-2021,Karnataka,,,17691918
11-02-2021,Karnataka,,,17760112
12-02-2021,Karnataka,,,17829105
13-02-2021,Karnataka,,,17895155
14-02-2021,Karnataka,,,17956031
15-02-2021,Karnataka,,,17998276
16-02-2021,Karnataka,,,18045304
17-02-2021,Karnataka,,,18099928
18-02-2021,Karnataka,,,18159563
19-02-2021,Karnataka,,,18221003
20-02-2021,Karnataka,,,18279393
21-02-2021,Karnataka,,,18334627
22-02-2021,Karnataka,,,18380495
23-02-2021,Karnataka,,,18431322
24-02-2021,Karnataka,,,18494364
25-02-2021,Karnataka,,,18562530
26-02-2021,Karnataka,,,18639329
27-02-2021,Karnataka,,,18712761
28-02-2021,Karnataka,,,18796775
01-03-2021,Karnataka,,,18856902
02-03-2021,Karnataka,,,18921149
03-03-2021,Karnataka,,,18989488
04-03-2021,Karnataka,,,19068106
05-03-2021,Karnataka,,,19146913
06-03-2021,Karnataka,,,19229142
07-03-2021,Karnataka,,,19305102
08-03-2021,Karnataka,,,19361547
09-03-2021,Karnataka,,,19427973
10-03-2021,Karnataka,,,19498106
11-03-2021,Karnataka,,,19571207
12-03-2021,Karnataka,,,19644839
13-03-2021,Karnataka,,,19717489
14-03-2021,Karnataka,,,19790597
15-03-2021,Karnataka,,,19852955
16-03-2021,Karnataka,,,19921424
17-03-2021,Karnataka,,,20008072
18-03-2021,Karnataka,,,20101442
19-03-2021,Karnataka,,,20193326
20-03-2021,Karnataka,,,20287369
21-03-2021,Karnataka,,,20389209
22-03-2021,Karnataka,,,20467387
23-03-2021,Karnataka,,,20566120
24-03-2021,Karnataka,,,20674133
25-03-2021,Karnataka,,,20782529
26-03-2021,Karnataka,,,20894800
27-03-2021,Karnataka,,,21002216
28-03-2021,Karnataka,,,21108544
29-03-2021,Karnataka,,,21195741
30-03-2021,Karnataka,,,21302658
31-03-2021,Karnataka,,,21411226
01-04-2021,Karnataka,,,21526958
02-04-2021,Karnataka,,,21645891
03-04-2021,Karnataka,,,21769721
04-04-2021,Karnataka,,,21889602
05-04-2021,Karnataka,,,21987431
06-04-2021,Karnataka,,,22089452
07-04-2021,Karnataka,,,22214842
08-04-2021,Karnataka,,,22323599
09-04-2021,Karnataka,,,22458762
10-04-2021,Karnataka,,,22557552
11-04-2021,Karnataka,,,22690258
12-04-2021,Karnataka,,,22806423
13-04-2021,Karnataka,,,22928322
14-04-2021,Karnataka,,,23041564
15-04-2021,Karnataka,,,23170964
16-04-2021,Karnataka,,,23304701
17-04-2021,Karnataka,,,23448009
18-04-2021,Karnataka,,,23593654
19-04-2021,Karnataka,,,23716866
20-04-2021,Karnataka,,,23864354
21-04-2021,Karnataka,,,24016635
22-04-2021,Karnataka,,,24179169
23-04-2021,Karnataka,,,24356635
24-04-2021,Karnataka,,,24546248
25-04-2021,Karnataka,,,24722862
26-04-2021,Karnataka,,,24889269
27-04-2021,Karnataka,,,25059385
28-04-2021,Karnataka,,,25231382
29-04-2021,Karnataka,,,25407198
30-04-2021,Karnataka,,,25596991
01-05-2021,Karnataka,,,25774973
02-05-2021,Karnataka,,,25933338
03-05-2021,Karnataka,,,26082428
04-05-2021,Karnataka,,,26236135
05-05-2021,Karnataka,,,26391359
06-05-2021,Karnataka,,,26555800
07-05-2021,Karnataka,,,26714702
08-05-2021,Karnataka,,,26871729
09-05-2021,Karnataka,,,27018220
10-05-2021,Karnataka,,,27142330
11-05-2021,Karnataka,,,27258568
12-05-2021,Karnataka,,,27393360
13-05-2021,Karnataka,,,27521028
14-05-2021,Karnataka,,,27648133
15-05-2021,Karnataka,,,27766478
16-05-2021,Karnataka,,,27879697
17-05-2021,Karnataka,,,27976933
18-05-2021,Karnataka,,,28070180
19-05-2021,Karnataka,,,28199718
20-05-2021,Karnataka,,,28320429
21-05-2021,Karnataka,,,28453442
22-05-2021,Karnataka,,,28582203
23-05-2021,Karnataka,,,28707320
24-05-2021,Karnataka,,,28816043
25-05-2021,Karnataka,,,28923718
26-05-2021,Karnataka,,,29061302
27-05-2021,Karnataka,,,29198945
28-05-2021,Karnataka,,,29339728
29-05-2021,Karnataka,,,29475822
30-05-2021,Karnataka,,,29614631
31-05-2021,Karnataka,,,29736960
01-06-2021,Karnataka,,,29853184
02-06-2021,Karnataka,,,29999107
03-06-2021,Karnataka,,,30149275
04-06-2021,Karnataka,,,30299885
05-06-2021,Karnataka,,,30442176
06-06-2021,Karnataka,,,30600450
07-06-2021,Karnataka,,,30732003
08-06-2021,Karnataka,,,30862227
09-06-2021,Karnataka,,,31026189
10-06-2021,Karnataka,,,31193920
11-06-2021,Karnataka,,,31363615
12-06-2021,Karnataka,,,31511642
13-06-2021,Karnataka,,,31641259
14-06-2021,Karnataka,,,31791001
15-06-2021,Karnataka,,,31923601
16-06-2021,Karnataka,,,32092313
17-06-2021,Karnataka,,,32250755
18-06-2021,Karnataka,,,32393253
19-06-2021,Karnataka,,,32565018
20-06-2021,Karnataka,,,32739539
21-06-2021,Karnataka,,,32889270
22-06-2021,Karnataka,,,33018369
23-06-2021,Karnataka,,,33189023
24-06-2021,Karnataka,,,33350310
25-06-2021,Karnataka,,,33508382
26-06-2021,Karnataka,,,33673392
27-06-2021,Karnataka,,,33838028
28-06-2021,Karnataka,,,33971945
29-06-2021,Karnataka,,,34098615
30-06-2021,Karnataka,,,34269727
01-07-2021,Karnataka,,,34425805
02-07-2021,Karnataka,,,34580906
03-07-2021,Karnataka,,,34735561
04-07-2021,Karnataka,,,34888644
05-07-2021,Karnataka,,,35035219
06-07-2021,Karnataka,,,35152131
07-07-2021,Karnataka,,,35318762
08-07-2021,Karnataka,,,35476314
09-07-2021,Karnataka,,,35630054
10-07-2021,Karnataka,,,35775720
11-07-2021,Karnataka,,,35934618
12-07-2021,Karnataka,,,36044017
13-07-2021,Karnataka,,,36168611
14-07-2021,Karnataka,,,36293105
15-07-2021,Karnataka,,,36431379
16-07-2021,Karnataka,,,36584287
17-07-2021,Karnataka,,,36727143
18-07-2021,Karnataka,,,36883707
19-07-2021,Karnataka,,,37019681
20-07-2021,Karnataka,,,37133137
21-07-2021,Karnataka,,,37285851
22-07-2021,Karnataka,,,37426194
23-07-2021,Karnataka,,,37551620
24-07-2021,Karnataka,,,37705035
25-07-2021,Karnataka,,,37852023
26-07-2021,Karnataka,,,37966095
27-07-2021,Karnataka,,,38068589
28-07-2021,Karnataka,,,38216908
29-07-2021,Karnataka,,,38365769
30-07-2021,Karnataka,,,38510966
31-07-2021,Karnataka,,,38649498
01-08-2021,Karnataka,,,38804546
02-08-2021,Karnataka,,,38937576
03-08-2021,Karnataka,,,39058597
04-08-2021,Karnataka,,,39228008
05-08-2021,Karnataka,,,39389670
06-08-2021,Karnataka,,,39552008
07-08-2021,Karnataka,,,39699877
08-08-2021,Karnataka,,,39846323
09-08-2021,Karnataka,,,39978515
10-08-2021,Karnataka,,,40104915
01-04-2020,Kerala,7256,265,7965
02-04-2020,Kerala,7622,286,8456
03-04-2020,Kerala,8126,295,9139
04-04-2020,Kerala,8586,306,9744
05-04-2020,Kerala,9300,314,10221
06-04-2020,Kerala,9607,327,10716
07-04-2020,Kerala,10250,336,11232
08-04-2020,Kerala,10906,354,11986
09-04-2020,Kerala,11469,357,12710
10-04-2020,Kerala,12335,364,13339
11-04-2020,Kerala,12818,373,14163
12-04-2020,Kerala,13802,375,14989
13-04-2020,Kerala,14829,378,15683
14-04-2020,Kerala,15488,386,16235
15-04-2020,Kerala,16002,387,16475
16-04-2020,Kerala,16459,394,17400
17-04-2020,Kerala,17279,395,18029
18-04-2020,Kerala,17763,399,18774
19-04-2020,Kerala,18547,401,19351
20-04-2020,Kerala,19074,408,19756
21-04-2020,Kerala,19442,426,20252
22-04-2020,Kerala,19998,437,20821
23-04-2020,Kerala,20326,447,21334
24-04-2020,Kerala,20830,450,21940
25-04-2020,Kerala,21475,457,22360
26-04-2020,Kerala,21997,468,22954
27-04-2020,Kerala,23148,481,24146
28-04-2020,Kerala,24078,485,24855
29-04-2020,Kerala,24681,495,25827
30-04-2020,Kerala,26032,497,27481
01-05-2020,Kerala,27224,497,29012
02-05-2020,Kerala,31592,499,33276
03-05-2020,Kerala,33294,499,34608
04-05-2020,Kerala,34161,499,35441
05-05-2020,Kerala,35244,502,36312
06-05-2020,Kerala,36210,502,37546
07-05-2020,Kerala,36856,502,38206
08-05-2020,Kerala,38294,503,39266
09-05-2020,Kerala,39233,505,40123
10-05-2020,Kerala,40155,512,41279
11-05-2020,Kerala,40889,512,41700
12-05-2020,Kerala,41621,524,42461
13-05-2020,Kerala,42574,534,43648
14-05-2020,Kerala,43868,560,45039
15-05-2020,Kerala,45063,576,46831
16-05-2020,Kerala,46458,587,48433
17-05-2020,Kerala,47964,601,50036
18-05-2020,Kerala,49763,630,51059
19-05-2020,Kerala,50867,642,52588
20-05-2020,Kerala,52689,666,54633
21-05-2020,Kerala,54541,690,56373
22-05-2020,Kerala,56165,733,58382
23-05-2020,Kerala,58192,795,60443
24-05-2020,Kerala,59943,848,61900
25-05-2020,Kerala,61698,897,63009
26-05-2020,Kerala,63010,964,65303
27-05-2020,Kerala,65099,1004,67961
28-05-2020,Kerala,67677,1089,70622
29-05-2020,Kerala,71083,1151,74214
30-05-2020,Kerala,73775,1209,77257
31-05-2020,Kerala,75697,1270,77508
01-06-2020,Kerala,78310,1327,82449
02-06-2020,Kerala,81157,1413,86169
03-06-2020,Kerala,84870,1495,95348
04-06-2020,Kerala,87403,1589,99692
05-06-2020,Kerala,92818,1700,104045
06-06-2020,Kerala,97114,1808,107796
07-06-2020,Kerala,100319,1915,111930
08-06-2020,Kerala,103472,2006,113956
09-06-2020,Kerala,111892,2097,126088
10-06-2020,Kerala,116425,2162,131006
11-06-2020,Kerala,130857,2245,135974
12-06-2020,Kerala,134743,2323,140457
13-06-2020,Kerala,,2408,144842
14-06-2020,Kerala,,2462,149164
15-06-2020,Kerala,,2544,151686
16-06-2020,Kerala,,2623,157117
17-06-2020,Kerala,,2698,161829
18-06-2020,Kerala,,2795,169035
19-06-2020,Kerala,,2913,173729
20-06-2020,Kerala,,3040,178559
21-06-2020,Kerala,,3173,183201
22-06-2020,Kerala,,3311,185903
23-06-2020,Kerala,,3452,192059
24-06-2020,Kerala,,3604,197567
25-06-2020,Kerala,,3727,203574
26-06-2020,Kerala,,3877,209456
27-06-2020,Kerala,,4072,215243
28-06-2020,Kerala,,4190,220821
29-06-2020,Kerala,,4311,224737
30-06-2020,Kerala,,4442,231570
01-07-2020,Kerala,,4593,239017
02-07-2020,Kerala,,4753,246799
03-07-2020,Kerala,,4965,253011
04-07-2020,Kerala,,5205,260011
05-07-2020,Kerala,,5430,268218
06-07-2020,Kerala,,5623,275823
07-07-2020,Kerala,,5895,285968
08-07-2020,Kerala,,6196,296183
09-07-2020,Kerala,,6535,307219
10-07-2020,Kerala,,6951,320485
11-07-2020,Kerala,,7439,334849
12-07-2020,Kerala,,7874,347529
13-07-2020,Kerala,,8323,416282
14-07-2020,Kerala,,8931,435043
15-07-2020,Kerala,,9554,453716
16-07-2020,Kerala,,10276,472271
17-07-2020,Kerala,,11067,489395
18-07-2020,Kerala,,11660,514140
19-07-2020,Kerala,,12481,532505
20-07-2020,Kerala,,13275,546000
21-07-2020,Kerala,,13995,567278
22-07-2020,Kerala,,15033,588930
23-07-2020,Kerala,,16111,612266
24-07-2020,Kerala,,16996,635272
25-07-2020,Kerala,,18099,653982
26-07-2020,Kerala,,19026,672748
27-07-2020,Kerala,,19728,688163
28-07-2020,Kerala,,20895,709348
29-07-2020,Kerala,,21798,733413
30-07-2020,Kerala,,22304,753485
31-07-2020,Kerala,,23614,776268
01-08-2020,Kerala,,24743,795919
02-08-2020,Kerala,,25912,817078
03-08-2020,Kerala,,26874,834215
04-08-2020,Kerala,,27957,858960
05-08-2020,Kerala,,29152,884056
06-08-2020,Kerala,,30450,908355
07-08-2020,Kerala,,31701,936651
08-08-2020,Kerala,,33121,963632
