State,Updated On,18-44 Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years (Doses Administered),45-60 Years(Individuals Vaccinated),60+ Years (Doses Administered),60+ Years(Individuals Vaccinated),Aefi,Covaxin (Doses Administered),CoviShield (Doses Administered),Female (Doses Administered),Female(Individuals Vaccinated),First Dose Administered,Male (Doses Administered),Male(Individuals Vaccinated),Second Dose Administered,Sessions,Sites,Sputnik V (Doses Administered),Total Doses Administered,Total Individuals Vaccinated,Transgender (Doses Administered),Transgender(Individuals Vaccinated)
Jharkhand,06-08-2021,4940166,,3022781,,2130921,,907,1669168,8420848,4547997,,8159603,5543884,,1934265,401646,993,3852,10093868,,1987,
Jharkhand,07-08-2021,5030990,,3046890,,2140351,,908,1688712,8525594,4605133,,8257693,5611083,,1960538,447624,1103,3925,10218231,,2015,
Jharkhand,08-08-2021,5085551,,3060982,,2146513,,908,1699186,8589935,4638430,,8315505,5652582,,1977541,341774,926,3925,10293046,,2034,
Jharkhand,09-08-2021,5144231,,3078646,,2155417,,908,1710094,8664263,4676520,,8382280,5699723,,1996014,374667,995,3937,10378294,,2051,
Jharkhand,10-08-2021,,,,,,,,,,,,,,,,,,,,,,
Jharkhand,11-08-2021,,,,,,,,,,,,,,,,,,,,,,
Jharkhand,12-08-2021,,,,,,,,,,,,,,,,,,,,,,
Jharkhand,13-08-2021,,,,,,,,,,,,,,,,,,,,,,
Jharkhand,14-08-2021,,,,,,,,,,,,,,,,,,,,,,
Jharkhand,15-08-2021,,,,,,,,,,,,,,,,,,,,,,
Karnataka,16-01-2021,,,,,,,,78,3732,1975,,3810,1835,,0,256,235,,3810,3810,0,
Karnataka,17-01-2021,,,,,,,,82,4424,2133,,4506,2373,,0,1385,1139,,4506,4506,0,
Karnataka,18-01-2021,,,,,,,,299,14456,8633,,14755,6122,,0,1999,1502,,14755,14755,0,
Karnataka,19-01-2021,,,,,,,,443,24699,14649,,25142,10492,,0,2788,1993,,25142,25142,1,
Karnataka,20-01-2021,,,,,,,,547,36158,23283,,36705,13421,,0,3687,2517,,36705,36705,1,
Karnataka,21-01-2021,,,,,,,,670,46674,29669,,47344,17664,,0,4761,3098,,47344,47344,11,
Karnataka,22-01-2021,,,,,,,,818,76614,51065,,77432,26356,,0,5156,3252,,77432,77432,11,
Karnataka,23-01-2021,,,,,,,,842,83743,55626,,84585,28948,,0,5591,3435,,84585,84585,11,
Karnataka,24-01-2021,,,,,,,,889,92537,62056,,93426,31342,,0,6385,3748,,93426,93426,28,
Karnataka,25-01-2021,,,,,,,,1186,137535,94811,,138721,43880,,0,6782,3884,,138721,138721,30,
Karnataka,26-01-2021,,,,,,,,1407,139449,96582,,140856,44244,,0,7473,4122,,140856,140856,30,
Karnataka,27-01-2021,,,,,,,,2208,193881,136401,,196089,59653,,0,8018,4235,,196089,196089,35,
Karnataka,28-01-2021,,,,,,,,2738,213137,148457,,215875,67383,,0,8574,4347,,215875,215875,35,
Karnataka,29-01-2021,,,,,,,,2912,231707,160102,,234619,74482,,0,8839,4371,,234619,234619,35,
Karnataka,30-01-2021,,,,,,,,3230,243208,166730,,246438,79670,,0,8951,4391,,246438,246438,38,
Karnataka,31-01-2021,,,,,,,,3237,244376,167527,,247613,80048,,0,9027,4393,,247613,247613,38,
Karnataka,01-02-2021,,,,,,,,3237,246694,168980,,249931,80913,,0,9098,4408,,249931,249931,38,
Karnataka,02-02-2021,,,,,,,,3237,247478,169465,,250715,81212,,0,9273,4455,,250715,250715,38,
Karnataka,03-02-2021,,,,,,,,3237,248486,170050,,251723,81635,,0,9830,4554,,251723,251723,38,
Karnataka,04-02-2021,,,,,,,,3347,262230,178974,,265577,86565,,0,10732,4689,,265577,265577,38,
Karnataka,05-02-2021,,,,,,,,3611,291696,199636,,295307,95612,,0,11583,4794,,295307,295307,59,
Karnataka,06-02-2021,,,,,,,,3960,317561,217707,,321521,103745,,0,12094,4900,,321521,321521,69,
Karnataka,07-02-2021,,,,,,,,4641,320913,219837,,325554,105648,,0,12737,5064,,325554,325554,69,
Karnataka,08-02-2021,,,,,,,,4714,345613,228283,,350327,121975,,0,13474,5173,,350327,350327,69,
Karnataka,09-02-2021,,,,,,,,4754,374398,236937,,379152,142146,,0,14071,5259,,379152,379152,69,
Karnataka,10-02-2021,,,,,,,,4760,398345,242606,,403105,160426,,0,14562,5326,,403105,403105,73,
Karnataka,11-02-2021,,,,,,,,4772,410469,245579,,415241,169589,,0,15207,5443,,415241,415241,73,
Karnataka,12-02-2021,,,,,,,,4782,425521,250572,,430303,179657,,0,15543,5492,,430303,430303,74,
Karnataka,13-02-2021,,,,,,,,4782,430888,252500,,435670,183096,,15,15719,5547,,435685,435670,74,
Karnataka,14-02-2021,,,,,,,,4782,431038,252526,,435820,183220,,15,16274,5560,,435835,435820,74,
Karnataka,15-02-2021,,,,,,,,5059,446478,261104,,451537,190356,,11301,17101,5594,,462838,451537,77,
Karnataka,16-02-2021,,,,,,,,5293,467799,275768,,473092,197243,,28526,18099,5614,,501618,473092,81,
Karnataka,17-02-2021,,,,,,,,5607,499698,299633,,505305,205586,,54739,18868,5644,,560044,505305,86,
Karnataka,18-02-2021,,,,,,,,5433,466995,268504,,472428,203839,,65249,19974,5673,,537677,472428,85,
Karnataka,19-02-2021,,,,,,,,5833,529778,312875,,535611,222648,,101757,20768,5706,,637368,535611,88,
Karnataka,20-02-2021,,,,,,,,5873,540906,316691,,546779,230000,,117081,21643,5735,,663860,546779,88,
Karnataka,21-02-2021,,,,,,,,5873,541714,316962,,547587,230535,,117993,25428,5842,,665580,547587,90,
Karnataka,22-02-2021,,,,,,,,5965,554579,321671,,560544,238783,,144539,27219,5866,,705083,560544,90,
Karnataka,23-02-2021,,,,,,,,6079,569629,326853,,575708,248773,,163084,27768,5878,,738792,575708,82,
Karnataka,24-02-2021,,,,,,,,6250,585838,332454,,592088,259552,,185306,28762,5890,,777394,592088,82,
Karnataka,25-02-2021,,,,,,,,6321,595640,335637,,601961,266242,,200140,30150,5908,,802101,601961,82,
Karnataka,26-02-2021,,,,,,,,6374,604961,338283,,611335,272970,,221690,30377,5911,,833025,611335,82,
Karnataka,27-02-2021,,,,,,,,6374,604961,338283,,611335,272970,,221690,30377,5911,,833025,611335,82,
Karnataka,28-02-2021,,,,,,,,6374,604961,338283,,611335,272970,,221690,30421,5915,,833025,611335,82,
Karnataka,01-03-2021,,,,,,,,6374,604961,338283,,611335,272970,,221690,31389,5974,,833025,611335,82,
Karnataka,02-03-2021,,,,,,,,6415,614874,342014,,621289,279192,,224437,32414,5990,,845726,621289,83,
Karnataka,03-03-2021,,,,,,,,6447,626734,346903,,633181,286197,,227236,33347,6002,,860417,633181,81,
Karnataka,04-03-2021,,,,,,,,6498,638673,352160,,645171,292928,,230426,34949,6019,,875597,645171,83,
Karnataka,05-03-2021,,,,,,,,6536,654561,359425,,661097,301588,,236171,41281,6039,,897268,661097,84,
Karnataka,06-03-2021,,,,,,,,6561,672043,367813,,678604,310707,,244803,56159,6132,,923407,678604,84,
Karnataka,07-03-2021,,,,,,,,6560,673622,368647,,680182,311451,,245649,65298,6200,,925831,680182,84,
Karnataka,08-03-2021,,,,,,,,6613,722848,393159,,729461,336214,,264921,68505,6238,,994382,729461,88,
Karnataka,09-03-2021,,,,,,,,7220,781675,424140,,511728,364689,,277220,163150,1144,,788948,788948,119,
Karnataka,10-03-2021,,,,,,,,7364,872069,469202,,581668,410153,,297818,359585,2887,,879486,879486,131,
Karnataka,11-03-2021,,,,,,,,7364,888302,477414,,594042,418172,,301677,104812,624,,895719,895719,133,
Karnataka,12-03-2021,,,,,,,,7523,990884,527012,,680155,471306,,318305,388300,3094,,998460,998460,142,
Karnataka,13-03-2021,,,,,,,,7646,1040844,551696,,723061,496703,,325482,237140,1747,,1048543,1048543,144,
Karnataka,14-03-2021,,,,,,,,7673,1059902,561510,,741104,505972,,326524,104350,693,,1067628,1067628,146,
Karnataka,15-03-2021,,,,,,,,9180,1224386,645203,,893702,588259,,339917,408780,3284,,1233619,1233619,157,
Karnataka,16-03-2021,,449054,,369813,,451073,2298,16074,1605757,662594,,1271286,608554,,350545,274440,2057,,1621831,1271286,138,
Karnataka,17-03-2021,,460322,,444273,,743513,2306,21237,1992400,856669,,1649513,792662,,364124,427880,3444,,2013637,1649513,182,
Karnataka,18-03-2021,,467911,,472520,,810161,2311,28245,2096183,909560,,1752016,842262,,372412,268930,1958,,2124428,1752016,194,
Karnataka,19-03-2021,,479656,,532481,,973825,2320,40560,2331003,1034791,,1987433,952427,,384130,443280,3548,,2371563,1987433,215,
Karnataka,20-03-2021,,491694,,588747,,1100582,2328,66464,2511816,1137892,,2182510,1044384,,395770,451230,3671,,2578280,2182510,234,
Karnataka,21-03-2021,,494055,,599127,,1119499,2337,71413,2539886,1154634,,2214176,1059302,,397123,144950,1097,,2611299,2214176,240,
Karnataka,22-03-2021,,501768,,647975,,1248698,2342,110840,2695290,1255328,,2399962,1144372,,406168,484730,3936,,2806130,2399962,262,
Karnataka,23-03-2021,,511092,,691509,,1335057,2344,161808,2792528,1329701,,2539195,1209220,,415141,375880,2994,,2954336,2539195,274,
Karnataka,24-03-2021,,519756,,742024,,1452734,2348,226117,2913917,1424740,,2716069,1291036,,423965,514570,4255,,3140034,2716069,293,
Karnataka,25-03-2021,,524781,,771216,,1508363,2353,270281,2964225,1472280,,2805919,1333339,,428587,327530,2592,,3234506,2805919,300,
Karnataka,26-03-2021,,532652,,819060,,1607491,2358,323185,3073797,1554963,,2960802,1405527,,436180,525850,4394,,3396982,2960802,312,
Karnataka,27-03-2021,,540694,,862219,,1676249,2363,353843,3168657,1618958,,3080769,1461483,,441731,447531,3717,,3522500,3080769,328,
Karnataka,28-03-2021,,542239,,869984,,1686546,2365,356600,3186020,1629114,,3100377,1470931,,442243,219350,1768,,3542620,3100377,332,
Karnataka,29-03-2021,,548729,,912209,,1771571,2368,378391,3303934,1702703,,3234131,1531084,,448194,522590,4326,,3682325,3234131,344,
Karnataka,30-03-2021,,555147,,953554,,1836227,2373,395682,3405251,1764252,,3346567,1581954,,454366,452550,3730,,3800933,3346567,361,
Karnataka,31-03-2021,,563318,,1004149,,1920381,2379,412737,3539478,1842139,,3489527,1647009,,462688,541080,4529,,3952215,3489527,379,
Karnataka,01-04-2021,,567373,,1067206,,1963298,2381,425440,3641275,1900816,,3599566,1698361,,467149,452680,3875,,4066715,3599566,389,
Karnataka,02-04-2021,,573707,,1185018,,2032646,2386,442763,3823663,2004033,,3793071,1788626,,473355,514400,4568,,4266426,3793071,412,
Karnataka,03-04-2021,,579191,,1292667,,2097951,2388,454895,3995856,2099382,,3971518,1871702,,479233,591470,5431,,4450751,3971518,434,
Karnataka,04-04-2021,,583070,,1380617,,2143269,2396,464461,4127884,2172207,,4108669,1936005,,483676,510310,4510,,4592345,4108669,457,
Karnataka,05-04-2021,,583316,,1480104,,2209031,2401,478207,4286884,2263714,,4274168,2009976,,490923,675771,6103,,4765091,4274168,478,
Karnataka,06-04-2021,,583468,,1546571,,2246979,2405,491658,4382785,2320752,,4378738,2057498,,495705,705350,6304,,4874443,4378738,488,
Karnataka,07-04-2021,,583935,,1734612,,2361430,2417,522784,4670305,2487150,,4681696,2194018,,511393,743223,6734,,5193089,4681696,528,
Karnataka,08-04-2021,,584226,,1893421,,2456890,2426,541190,4921980,2625464,,4936256,2310232,,526914,739551,6527,,5463170,4936256,560,
Karnataka,09-04-2021,,586619,,2086069,,2566857,2434,555182,5233047,2788693,,5241266,2451971,,546963,817850,7338,,5788229,5241266,602,
Karnataka,10-04-2021,,589227,,2254327,,2656782,2442,566845,5499612,2926258,,5502062,2575155,,564395,752250,6838,,6066457,5502062,649,
Karnataka,11-04-2021,,590532,,2340569,,2703160,2449,572077,5636463,2995283,,5635988,2640037,,572552,692240,6163,,6208540,5635988,668,
Karnataka,12-04-2021,,593719,,2454248,,2764307,2457,578395,5828756,3084145,,5814005,2729159,,593146,779510,6980,,6407151,5814005,701,
Karnataka,13-04-2021,,594496,,2477094,,2774859,2460,580152,5866297,3100011,,5848181,2747459,,598268,679710,6051,,6446449,5848181,711,
Karnataka,14-04-2021,,595473,,2533761,,2804222,2463,585978,5964400,3145397,,5935191,2789071,,615187,702910,6246,,6550378,5935191,723,
Karnataka,15-04-2021,,597673,,2611371,,2850173,2467,595970,6108332,3212623,,6060959,2847597,,643343,713610,6219,,6704302,6060959,739,
Karnataka,16-04-2021,,601463,,2714568,,2908765,2471,613354,6296857,3299828,,6226534,2925945,,683677,753660,6538,,6910211,6226534,761,
Karnataka,17-04-2021,,606671,,2855049,,2985658,2474,642055,6549830,3417138,,6449119,3031185,,742766,740050,6682,,7191885,6449119,796,
Karnataka,18-04-2021,,608452,,2908828,,3013337,2476,654574,6641967,3459851,,6532361,3071706,,764180,707510,6265,,7296541,6532361,804,
Karnataka,19-04-2021,,613534,,3016712,,3078937,2478,688768,6853972,3552673,,6710926,3157425,,831814,810010,7256,,7542740,6710926,828,
Karnataka,20-04-2021,,619385,,3114152,,3135887,2482,723260,7045081,3634252,,6871164,3236053,,897177,829600,7385,,7768341,6871164,859,
Karnataka,21-04-2021,,624778,,3195370,,3182837,2487,753927,7203771,3701769,,7004724,3302074,,952974,774590,6960,,7957698,7004724,881,
Karnataka,22-04-2021,,631531,,3289216,,3236032,2489,788176,7401089,3779537,,7158532,3378086,,1030733,802100,7148,,8189265,7158532,909,
Karnataka,23-04-2021,,642102,,3398784,,3291423,2493,829495,7616789,3864056,,7334071,3469082,,1112213,826360,7407,,8446284,7334071,933,
Karnataka,24-04-2021,,647456,,3467982,,3321906,2493,854160,7738678,3911703,,7439115,3526465,,1153723,700250,6474,,8592838,7439115,947,
Karnataka,25-04-2021,,650043,,3504285,,3339129,2493,861190,7812356,3937819,,7495232,3556456,,1178314,705670,6449,,8673546,7495232,957,
Karnataka,26-04-2021,,657068,,3587685,,3385235,2495,882421,8009678,4003824,,7631765,3626966,,1260334,763690,6974,,8892099,7631765,975,
Karnataka,27-04-2021,,810340,,3513734,,3424909,2496,896837,8191163,4061863,,7750770,3687912,,1337230,782540,7108,,9088000,7750770,995,
Karnataka,28-04-2021,,818650,,3581901,,3462155,2496,908939,8368034,4116541,,7864503,3746951,,1412470,698750,6546,,9276973,7864503,1011,
Karnataka,29-04-2021,,825212,,3628975,,3485037,2496,920031,8480241,4151668,,7940695,3788002,,1459577,701840,6501,,9400272,7940695,1025,
Karnataka,30-04-2021,,838459,,3720768,,3530178,2497,930091,8712348,4221433,,8090917,3868438,,1551522,749050,7030,,9642439,8090917,1046,
Karnataka,01-05-2021,,847149,,3775336,,3554491,2499,935680,8841263,4261784,,8178490,3915651,,1598453,631535,6053,,9776943,8178490,1055,
Karnataka,02-05-2021,,844933,,3797125,,3561286,2499,938372,8879146,4274104,,8204770,3929605,,1612748,532150,5106,,9817518,8204770,1061,
Karnataka,03-05-2021,,851427,,3825697,,3575095,2501,944843,8956208,4296182,,8253648,3956396,,1647403,649720,6155,,9901051,8253648,1070,
Karnataka,04-05-2021,,857692,,3845675,,3584267,2501,950466,9012269,4312066,,8289078,3975921,,1673657,615350,5857,,9962735,8289078,1091,
Karnataka,05-05-2021,,870392,,3901947,,3613333,2502,955020,9195803,4357686,,8387120,4028325,,1763703,715825,6731,,10150823,8387120,1109,
Karnataka,06-05-2021,,883378,,3947529,,3636041,2504,960947,9353243,4394486,,8468403,4072788,,1845787,665650,6306,,10314190,8468403,1129,
Karnataka,07-05-2021,,892731,,3978895,,3654245,2506,974772,9475698,4421578,,8527328,4104609,,1923142,729950,6822,,10450470,8527328,1141,
Karnataka,08-05-2021,,900271,,4004044,,3671301,2505,996834,9600060,4446112,,8577077,4129814,,2019817,694450,6532,,10596894,8577077,1151,
Karnataka,09-05-2021,,902905,,4011205,,3675799,2507,1005810,9637513,4453164,,8591372,4137053,,2051951,580800,5579,,10643323,8591372,1155,
Karnataka,10-05-2021,,917054,,4029967,,3690259,2510,1019608,9752532,4475284,,8638830,4162385,,2133310,683600,6375,,10772140,8638830,1161,
Karnataka,11-05-2021,,950533,,4057444,,3708914,2512,1029732,9933397,4510291,,8718545,4207074,,2244584,616070,5596,,10963129,8718545,1180,
Karnataka,12-05-2021,,984192,,4082490,,3724394,2513,1040062,10061982,4542762,,8792803,4248850,,2309241,602683,5509,,11102044,8792803,1191,
Karnataka,13-05-2021,,1019143,,4097451,,3733090,2515,1050609,10154869,4567779,,8851449,4282464,,2354029,540350,4932,,11205478,8851449,1206,
Karnataka,14-05-2021,,1026689,,4112585,,3744042,2515,1064149,10232359,4584048,,8885120,4299852,,2411388,563300,5332,,11296508,8885120,1220,
Karnataka,15-05-2021,,1036303,,4131870,,3757154,2516,1100992,10323464,4604869,,8927204,4321103,,2497252,663200,6150,,11424456,8927204,1232,
Karnataka,16-05-2021,,1038989,,4140964,,3761117,2516,1110213,10338633,4612604,,8942960,4329123,,2505886,512946,4641,,11448846,8942960,1233,
Karnataka,17-05-2021,,1050113,,4187310,,3777969,2518,1132318,10411562,4647160,,9017346,4368939,,2526534,691059,5780,,11543880,9017346,1247,
Karnataka,18-05-2021,,1062623,,4233121,,3793325,2521,1145476,10483701,4681252,,9091077,4408566,,2538100,645187,5381,,11629177,9091077,1259,
Karnataka,19-05-2021,,1077966,,4275303,,3807587,2521,1164652,10550067,4714002,,9162909,4447633,,2551810,658018,5183,,11714719,9162909,1274,
Karnataka,20-05-2021,,1094743,,4311852,,3819793,2522,1194325,10606504,4743327,,9228494,4483874,,2572335,687539,5186,,11800829,9228494,1293,
Karnataka,21-05-2021,,1115571,,4355829,,3834131,2523,1235124,10674241,4778492,,9307694,4527899,,2601671,737343,5433,0,11909365,9307694,1303,
Karnataka,22-05-2021,,1153521,,4402999,,3849150,2524,1258645,10765946,4821418,,9407939,4585205,,2616652,802712,5443,0,12024591,9407939,1316,
Karnataka,23-05-2021,,1187455,,4423651,,3855518,2524,1264260,10825862,4845530,,9468988,4622136,,2621134,654657,4493,0,12090122,9468988,1322,
Karnataka,24-05-2021,,1270697,,4469404,,3870221,2526,1280434,10965104,4900416,,9612835,4711060,,2632703,909171,5523,0,12245538,9612835,1359,
Karnataka,25-05-2021,,1383685,,4503561,,3880639,2527,1293886,11118729,4956588,,9770531,4812574,,2642084,1005051,5439,0,12412615,9770531,1369,
Karnataka,26-05-2021,,1496490,,4546853,,3893722,2528,1307789,11284438,5017905,,9939939,4920646,,2652288,1115314,5795,0,12592227,9939939,1388,
Karnataka,27-05-2021,,1635875,,4603441,,3911921,2528,1337833,11487390,5100876,,10154372,5052063,,2670851,1185146,5520,0,12825223,10154372,1433,
Karnataka,28-05-2021,,1792515,,4664922,,3932691,2528,1378841,11713504,5192314,,10393577,5199787,,2698768,1255788,5746,0,13092345,10393577,1476,
Karnataka,29-05-2021,,1951062,,4719698,,3951109,2530,1416080,11930550,5284257,,10625599,5339822,,2721031,1196473,4979,0,13346630,10625599,1520,
Karnataka,30-05-2021,,2011006,,4737652,,3956994,2531,1432867,12006941,5318046,,10709480,5389899,,2730328,898354,3850,0,13439808,10709480,1535,
Karnataka,31-05-2021,,2154044,,4795180,,3976306,2532,1472981,12210409,5409055,,10929687,5519056,,2753703,1243336,4934,0,13683390,10929687,1576,
Karnataka,01-06-2021,,2293839,,4843052,,3992170,2532,1510138,12396403,5492499,,11133566,5639451,,2772975,1234927,4173,0,13906541,11133566,1616,
Karnataka,02-06-2021,,2452847,,4895967,,4009942,2534,1547710,12607000,5589178,,11363561,5772731,,2791149,1315234,4355,0,14154710,11363561,1652,
Karnataka,03-06-2021,,2626093,,4939870,,4025477,2534,1584906,12822800,5686351,,11596660,5908628,,2811046,1378346,4452,0,14407706,11596660,1681,
Karnataka,04-06-2021,,2838700,,5006585,,4048250,2535,1624209,13111152,5816194,,11899361,6081337,,2836000,1616711,5043,0,14735361,11899361,1830,
Karnataka,05-06-2021,,3034401,,5089306,,4076171,2540,1665088,13403436,5950834,,12206183,6253471,,2862414,1680845,5276,73,15068597,12206183,1878,
Karnataka,06-06-2021,,3122648,,5118143,,4085918,2541,1676132,13526684,6009848,,12333182,6321434,,2870122,1144187,3719,488,15203304,12333182,1900,
Karnataka,07-06-2021,,3296754,,5195770,,4113287,2542,1702136,13801567,6135260,,12612607,6475386,,2891920,1607382,5113,824,15504527,12612607,1961,
Karnataka,08-06-2021,,3435398,,5266009,,4139033,2542,1726068,14032950,6240139,,12847608,6605473,,2912234,1565975,4827,824,15759842,12847608,1996,
Karnataka,09-06-2021,,3552334,,5333738,,4164471,2543,1750005,14241770,6332072,,13058077,6723942,,2934522,1416620,4675,824,15992599,13058077,2063,
Karnataka,10-06-2021,,3714413,,5388278,,4184124,2543,1770493,14477695,6436314,,13294675,6856194,,2954372,1469398,4746,859,16249047,13294675,2167,
Karnataka,11-06-2021,,3915718,,5463457,,4212097,2546,1794208,14785131,6571195,,13599544,7026110,,2980825,1647571,5352,1030,16580369,13599544,2239,
Karnataka,12-06-2021,,4095058,,5541060,,4240264,2546,1815645,15075457,6704132,,13885050,7178609,,3007181,1700787,5196,1129,16892231,13885050,2309,
Karnataka,13-06-2021,,4156213,,5569411,,4250654,2545,1820512,15177251,6751302,,13985016,7231381,,3013876,1100020,3654,1129,16998892,13985016,2333,
Karnataka,14-06-2021,,4290816,,5639877,,4280208,2547,1834806,15426838,6862965,,14219979,7354643,,3042849,1662102,5331,1184,17262828,14219979,2371,
Karnataka,15-06-2021,,4394010,,5703486,,4305220,2548,1848603,15632932,6953636,,14412058,7455978,,3070721,1559385,4984,1244,17482779,14412058,2444,
Karnataka,16-06-2021,,4487282,,5766880,,4330302,2549,1865062,15829065,7039881,,14594061,7551718,,3101370,1533625,4953,1304,17695431,14594061,2462,
Karnataka,17-06-2021,,4605389,,5809230,,4347353,2552,1879415,16018602,7123213,,14771770,7646015,,3127587,1503107,4668,1340,17899357,14771770,2542,
Karnataka,18-06-2021,,4747758,,5850127,,4363167,2553,1899297,16230106,7213383,,14971193,7755170,,3159605,1570993,4949,1395,18130798,14971193,2640,
Karnataka,19-06-2021,,4874433,,5926345,,4394072,2555,1924681,16495243,7322978,,15205385,7879659,,3216005,1685106,5240,1466,18421390,15205385,2748,
Karnataka,20-06-2021,,4906306,,5948661,,4403122,2556,1931696,16565201,7354556,,15268722,7911405,,3229641,1140306,3433,1466,18498363,15268722,2761,
Karnataka,21-06-2021,,5678809,,6156007,,4493099,2555,2079183,17571984,7899250,,16339169,8436925,,3313590,5771130,8289,1592,19652759,16339169,2994,
Karnataka,22-06-2021,,5995262,,6223353,,4522076,2554,2175629,17927104,8105735,,16752226,8643425,,3352248,3028443,5681,1741,20104474,16752226,3066,
Karnataka,23-06-2021,,6276205,,6287671,,4550692,2556,2252981,18257444,8297437,,17126371,8825765,,3385963,2878089,5397,1909,20512334,17126371,3169,
Karnataka,24-06-2021,,6562740,,6343488,,4575291,2559,2319494,18599539,8482128,,17493598,9008235,,3427557,3045541,5351,2122,20921155,17493598,3235,
Karnataka,25-06-2021,7472496,,7621943,,6247078,,2563,2401636,18937409,10441087,,17864741,10896930,,3476776,3235949,5483,2472,21341517,,3500,
